Name,Address,Compiler Version,Current Balance,Total Deposited Eth,Total Withdrawn Eth,# Transactions
DDFImplementationV2,0x6f0bb458067038f9c7992dcde2025f0eefb5ecf6,v0.4.24+commit.e67f0147,0.0,0.0,0.0,6
cybernetchain,0x574acd893a4e5cbc6951f3241a312161378fe84b,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,1
WORM,0x196e71b72f8b4b740369f7422fd721e12676500a,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,53
Token,0xcc95fbd41627ecc1cb63ca38c64b208e39c14aa2,v0.4.24+commit.e67f0147,0.0,0.2,0.2,2
Token,0x6f022e991ea21d26f85f6716c088e2864101dfec,v0.5.17+commit.d19bba13,0.0,0.0,0.0,847
AIB2020,0x4b63ce7e179d1db5ddac5d9d54e48356cf3e8b7d,v0.5.17+commit.d19bba13,0.0,0.0,0.0,11
AMPLGToken,0x8003c49f6ebacddc493ea47cab45e892d1b638a1,v0.4.24+commit.e67f0147,0.0,0.0,0.0,704
PolkaCOINFinace,0x43533cc6ac1286be6b9bca90114758b25d28f8a1,v0.5.16+commit.9c3226ce,0.0,48.000168,48.000168,33
DeBankToken,0xa6feca56c0ddaf5865c967c93cd158bf5b04d6f6,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,3
DeBankToken,0x3ade47ab93a9e062caea2a60b88f59cec28c7067,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,1
Token,0x23914b61e98da1e9e20b98d8cc41a86bc80a899b,v0.4.25+commit.59dbf8f1,0.0,0.2,0.2,1
ZapperFiToken,0x6ddfd18b0abfd138399afe16295233efde9b99a8,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,6
TetherMoney,0x501a9842a994ec2234e54321743d9d7c3ffc708d,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,6
USDTv2,0x4577940b7cb25d26a9d978d5cd7cea67e1a7c25a,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,5
Pilnette,0x6f0b09bfa87410ab993291ec5f8cda81f1d2acd9,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,61
Onbuff,0x63f46408a789af46165c019135830d7abbce7d6a,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,2
HellCasino,0x6f08aafc2ad20cd7b6533e48983fd764dce53426,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,1
StarkWare,0x40d1bf170f17c8648cd5accd1d801027c8b73019,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,2
BlockonomiToken,0xc7a5b2f8cfed62890f9b826a20139169dc9cc403,v0.5.17+commit.d19bba13,0.0,0.0,0.0,21
StarkWare,0x139e56b9ef46bbb061bbeff0f7f0bb6f41c40d55,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,7
BitcoinAsia,0x7dB02Aa39A3d0271e4c61C04D03857a10fc922c5,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,8
GAMBLIZ,0xb8cf12c2209bd02a671e9326b6d661409bbb9649,v0.4.24+commit.e67f0147,0.0,0.0,0.0,9
ERC20Token,0xa9cdDAeB99D15449FE56022b95455567d00AF53A,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,2
FUT,0xc92306f1d1a513d99e8c1047fa0ff2286ee9f776,v0.4.24+commit.e67f0147,0.0,0.0,0.0,8
PolkaDOT,0x611bafa32c484143d4d07a16975006f917bd360a,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,4
TetherCash,0xefb9326678757522ae4711d7fb5cf321d6b664e6,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,6
AMPLGToken,0x822b62a95aa21497e69d53e8b794db6bac90da73,v0.4.24+commit.e67f0147,0.0,0.0,0.0,2
KuloFinance,0x63fa6a48df6cbec8b29ac6912495c7c86dc69986,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,22
Team3D,0x3D3D35bb9bEC23b06Ca00fe472b50E7A4c692C30,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1801
EDAN,0x20bc9970eb1e61d272da3055fbd83cff61aad054,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,14
Leaf,0x7370deef84c4704f7549f8a71ae41569a21efe48,v0.4.24+commit.e67f0147,0.0,0.0,0.0,1
DrawDao,0x9ad55bd6a4b1d732b8246d60b44432748efa2143,v0.5.17+commit.d19bba13,0.0,0.0,0.0,31
AIY,0x39a9e9583405d1ec12e3f018a2fcf89a4e2628b7,v0.5.17+commit.d19bba13,0.0,0.0,0.0,252
ZapperFiToken,0x8f941f8fbba7fbae42e5d801a1def13acedfa73b,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,4
YamMigrationToV2,0x68c6a3b8ba7330bb2d6f436b9a8ee4ecac55c523,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,4
YamMigrationToV3,0x7e2a98bf45687d8def095e93abcab42ea454542f,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,8
UBUToken,0x6b74dd5d01f8320081247f5cf1f7a48324700db6,v0.4.24+commit.e67f0147,0.0,0.0,0.0,60
YamMigrationToV3,0xda51f58bcafca03d57d29f1a69672eb3ab52012d,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,7
OnitContract,0x0b7d947978290fe4fb7e3cd0ec590c56b065299c,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,4
GBCToken,0x99535bdd340a7b3cbefa7609aa75a85a65e4eacf,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,84
DWGT,0x95c9144e400e3bfddd232bf32fc7b150542d999c,v0.4.24+commit.e67f0147,0.0,0.0,0.0,3
ReverseFinance,0x985afd5e76273422cc548378c38fb23c0246504c,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,2
MisBloc,0x84c722e6f1363e8d5c6db3ea600bef9a006da824,v0.5.9+commit.e560f70d,0.0,0.0,0.0,170
Bkash,0xf8ddc7f8dd0c46faadb19b3254e5586aa7099467,v0.4.24+commit.e67f0147,0.0,0.0,0.0,48
LAMB,0x9f4ee0b03299cecf0bb546f6205286ee7b625307,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,40
POLKACoinFinance,0xd2e38ea195a2d1ad65da9864c82f52091ec0d3b5,v0.5.16+commit.9c3226ce,0.0,72.00003508832326,72.00003508832326,15
DP,0x25cF8B944930413d3D7831855251Ef377c3636Eb,v0.5.17+commit.d19bba13,0.0,0.0,0.0,11
BUZZYfinance,0xf7da74a1edfce761f2e3bbc2b52efcdab0d7971e,v0.5.16+commit.9c3226ce,0.0,72.0000723733729,72.0000723733729,24
Token,0x66b3037aa8dd64c3ef1aee13a4d1f2509f672d1c,v0.5.17+commit.d19bba13,0.0,0.0,0.0,4104
MainToken,0xd607BD8A7ab27c2F278740bB5eE3Efbd94E36a9F,v0.4.24+commit.e67f0147,0.0,0.0,0.0,8
MainToken,0xF02F8584344B4D6069973047977Bd55857B78036,v0.4.24+commit.e67f0147,0.0,0.0,0.0,13
PONZI,0x7289e92cfc6031727020d631a4c91615f2f11c30,v0.5.17+commit.d19bba13,0.0,0.0,0.0,12
POLKACOINFinance,0xc1af7d3db15b96d20a203d0bae4eaf1c54fa50bb,v0.5.16+commit.9c3226ce,0.0,108.0001225363481,108.0001225363481,27
AOENetwork,0xe296754396126C6c1AA782CFc62754E1AE3A9169,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,1
ZOMBIEDelegator,0xd55bd2c12b30075b325bc35aef0b46363b3818f8,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1549
ZIMBIEDelegator,0x87A94fC3Aa8902d6Af104Ae22DABfc72c2A4da57,v0.5.17+commit.d19bba13,0.0,0.0,0.0,2
MainToken,0x345972d4feb4beae93999c8a4573f8dff4d95da9,v0.4.24+commit.e67f0147,0.0,0.0,0.0,194
WaspFinance,0x938fd0eb452972a72692631a10dd5eea29832b6f,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,54
MainToken,0xFf2a02df96D2D4927A9d6aF5bE075bDe6C0D7152,v0.4.24+commit.e67f0147,0.0,0.0,0.0,3
EMPTtoken,0xc87aad6dccd9b543b7131c93560df48d0ea86e8a,v0.4.24+commit.e67f0147,0.0,0.0,0.0,18
POLKACOIN,0x29d850fd5d401d31a9ca43f9c05b0a04f27f008f,v0.5.16+commit.9c3226ce,0.0,88.20005170097654,88.20005170097654,28
JustSwapToken,0x2a96be519721e5372d508e621294c6f446e4fa1b,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,11
Obsidian,0x85867d7a86b4b51b5ad898a59b0ccf3379dd70a5,v0.5.7+commit.6da8b019,0.0,0.0,0.0,7
ArtemisFinance,0xc6a5ec55673d5d6e9c2d89d4d28092b7bb73b5d0,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,265
NALE,0x585548ae6542cd48934cabf411b186930b0cf4d1,v0.5.11+commit.c082d0b4,0.0,0.0,0.0,2
MIT_TOKEN,0xee6eb838c6f9dcaa95457723fc59bf3dbf3fe38e,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,5
PolkaCoin,0x73fce158aa84d2584096d23d4eb5721c5b08781d,v0.5.16+commit.9c3226ce,0.0,88.20025324633487,88.20025324633487,43
Cvp,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,10000
Artemis,0x25f5cda540a894a7173413beee613a487e3d12d4,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1
TATN,0x1c8E3d04d04EceEbC6cE5925e7E715d6195f0189,v0.5.11+commit.c082d0b4,0.0,0.0,0.0,6
FoToken,0xae5a363b170aa6417cb9f64df51195c34b188f9f,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,3
NOVADEFI,0xeb74a76daacba26dc7a1088c9f53e912835d6639,v0.5.17+commit.d19bba13,0.0,0.0,0.0,29
beefchopfinance,0xc667507ef2e6e847bc1da16d49b2933c6adc019d,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,8
Zentachain,0xb4ab105e5c02fdc2cf9678386d9271add8fbb431,v0.5.2+commit.1df8f40c,0.0,0.0,0.0,3
DexToken,0xb81d70802a816b5dacba06d708b5acf19dcd436d,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,2429
GMB,0x95429e8565be42646944aa494e1d1b9bddb5f5ec,v0.5.2+commit.1df8f40c,0.0,0.0,0.0,15
CowsFinance,0xe7fb8aa6593ff2b1da6254d536b63284f16896b5,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,30
Stabletest,0x4ac8045b319e763c184514ac255a3ee88e220019,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,7
BOMBFinance,0x5cc008904d3eb2120635df882e4e549aa254a450,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,11
Zentachain,0x7633e7b8258d3a85241f5217b21eafe1d86b7377,v0.5.2+commit.1df8f40c,0.0,0.0,0.0,5
DeltaHubCapital,0x5beb287ea5a5a0e9ca2f2549ba534153c9799065,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1
yVault,0xba2e7fed597fd0e3e70f5130bcdbbfe06bb94fe1,v0.5.17+commit.d19bba13,0.0,0.0,0.0,5485
SimpleToken,0x9135D92e3A34e2A94e4474B74b9DC2d51118eeD5,v0.5.17+commit.d19bba13,0.0,0.0,0.0,2798
mushroom,0x4B970903A1692ad958A2264E587aF7Df03c33fA9,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,13
SpaghettiToken,0xce1412f2593bd6f17f91c7087ac9336f72a4bb30,v0.5.12+commit.7709ece9,0.0,0.0,0.0,6
CSD,0x01e62699cdb0457aa7e9ac61d7337dd8730cc90d,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,4
XystusCoin,0xdb811cd9ceb84e1c78bf2ad1e59e4d9d93089057,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,14
CSC,0x1a9e696fe968cee9dd685a186543a9954cccc2dc,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,5
ERC20Standard,0xb797a6c7b4b894df4e1f0b2ccd1238266f222c50,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,8
OSF,0x53c1d7fb6d0c8044bf6faf8bc53a8818fda8b4bd,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,3
MainToken,0x0eF3b2024ae079e6dBC2b37435cE30d2731F0101,v0.4.24+commit.e67f0147,0.0,0.0,0.0,1142
ONE,0x74ac195583d3c5020d840978b05e1e4bec1c87f2,v0.5.7+commit.6da8b019,0.0,0.0,0.0,11
RightStarCoin,0x89954cc43cf6e31303725e6b10a40074f6b567f5,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,39
DP,0xF02F0a17129110fcC01b2C7Fa971dCd5032F5B62,v0.5.17+commit.d19bba13,0.0,0.0,0.0,186
DSToken,0x9043d4d51c9d2e31e3f169de4551e416970c27ef,v0.5.2+commit.1df8f40c,0.0,0.0,0.0,137
Tcbcoin,0x36dcffe069a3f2878fab2a46d81e83d462d0cbf7,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,246
HBC,0xfb9553afa2b5c19c5f8e5b8ee175fc01abd1555f,v0.5.17+commit.d19bba13,0.0,0.0,0.0,4088
vUSD,0x1b8e12f839bd4e73a47addf76cf7f0097d74c14c,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1053
vETH,0x76a034e76aa835363056dd418611e4f81870f16e,v0.5.17+commit.d19bba13,0.0,0.0,0.0,46
BFDX_LEO_D,0x0bb8286ae679348402cdf13329e9d211ee795c55,v0.4.24+commit.e67f0147,0.0,0.0,0.0,4
FMF,0x89f3d002225fbcbe4a6ce29218ac4ec727051d87,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,12
MB,0x6287e39f3d56a92308b21b1078899a20089910da,v0.5.17+commit.d19bba13,0.0,0.0,0.0,6
Crab,0x2d7ef5876d4173922d5a7fcc6978c24d815dae3b,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,122
ERC20ext,0xceca64909127918c80c7c76b503de7306d63eca7,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,9161
YourStoryEverywhere,0x3f40cc33b38f806fcd258e8928d8740e699bf05d,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1
YAMSilver,0x026195ce819f1cb4fa872ce306b14b91ab16a3ab,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,5
Dtestcoin,0x3f7a0f20fe0850a918c21f7aed5db85881cdf917,v0.4.24+commit.e67f0147,0.0,0.0,0.0,1
BuzzyFinance,0x51c586e20ee54836c231a5ffab38098a6f6a3853,v0.5.16+commit.9c3226ce,0.0,21.0,21.0,35
UFragments,0x42defc096a872a6cd9c50c6757422fcfc8ed4882,v0.4.24+commit.e67f0147,0.0,0.0,0.0,5
Nlife,0xCda907B126375B914DBa39AC2518230dc95D315C,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,1
SpaghettiToken,0x08a2e41fb99a7599725190b9c970ad3893fa33cf,v0.5.12+commit.7709ece9,0.0,0.0,0.0,2310
RIX,0xfec0a2fbcc41017cfd272ff8caf56290fcf7e9ad,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,5
FastEpic,0xeefB1D06d28286216E5d7068f9Ef21e01F4DD793,v0.5.17+commit.d19bba13,0.0,0.0,0.0,21
TokenMintERC20Token,0x7892b788cf2c2f2ddf384c047084a946fd241486,v0.5.10+commit.5a6ea5b1,0.0,0.0,0.0,1
TokenMintERC20Token,0xcFef49f3f5AEB658Aa542661d74fdC121D25055d,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,7
blackholeswap,0x35101c731b1548b5e48bb23f99edbc2f5c341935,v0.5.16+commit.9c3226ce,0.0,0.0,0.0,2575
PEPSToken,0xC478646F392049324852179Fb6720D9cD48E5748,v0.5.17+commit.d19bba13,0.0,0.0,0.0,2
insuredVault,0xa53e9e63793e55c533fe98d0ed178992942863d9,v0.5.17+commit.d19bba13,0.0,0.0,0.0,4
PriviChain,0xb0a8BB79Db98EA2cC698E8E7CebA340EC9fE6103,v0.5.17+commit.d19bba13,0.0,0.0,0.0,16
TONToken,0x6a6c2ada3ce053561c2fbc3ee211f23d9b8c520a,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,1482
BCCToken,0xb256fdd544e7a4edcdaf803c80ef667a92b5b11d,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,4
TokenERC20,0x11218d13c92cfac1fda041eca844215662a7d96d,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,9
Petra,0x6604f6d29d4f0e46d4cf97b30f474c8f1dd29cde,v0.5.2+commit.1df8f40c,0.0,0.0,0.0,1
Everzon,0x180599d1Fe39909c63Ee9C37ca815252D6752dCD,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,1
UFragments,0x3936ad01cf109a36489d93cabda11cf062fd3d48,v0.4.24+commit.e67f0147,0.0,0.0,0.0,1484
OMToken,0x2baEcDf43734F22FD5c152DB08E3C27233F0c7d2,v0.5.3+commit.10d17f24,0.0,0.0,0.0,10000
Tradecoin,0x33c11111f95fb16f991316afbd2892a62c148899,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,3
YFV,0x45f24baeef268bb6d63aee5129015d69702bcdfa,v0.5.17+commit.d19bba13,0.0,0.0,0.0,9999
Yineu,0xc100a3f3d015b278212713d1b1c8863e254f37ad,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,5
UniCrapTokenxyz,0x64c5572e7a100af9901c148d75d72c619a7f1e9d,v0.5.7+commit.6da8b019,0.0,0.0,0.0,396
MainToken,0x5976b1eED9cC221Be127eCad9393Fe0A8Ea8796a,v0.4.24+commit.e67f0147,0.0,0.0,0.0,3
ReliveCoin,0x3cee283d4095083b356c000e9c0d80370d44f34d,v0.5.8+commit.23d335f2,0.0,0.0,0.0,2
WHIVE,0x11d147e8d39F59aF00e159C4b1fe3a31D58A2C66,v0.5.11+commit.c082d0b4,0.0,0.0,0.0,160
ERC20,0x9d52fd110a3405f7475a4d7e90b83cc4f1a51c4a,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,146
HelixNebula,0x72aa58a6bc3efc77cc8fe89b73bad27b468910e9,v0.5.17+commit.d19bba13,0.0,0.0,0.0,142
UNIMOON,0xd3a8d52642ccebb1a7702eabdbab81ab150a4060,v0.5.16+commit.9c3226ce,0.0,33.22148283412486,33.22148283412486,91
CarbonToken,0x4d714Dd7E399e0Abb0b1aF54dB10998Cb239996E,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1
xBSD,0x8e956c4432fcbb0ffb767884caa27f5b513162cc,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,18
YOACOIN,0xfa2a750ff02701b58f74e402688f672aac8f30bc,v0.5.8+commit.23d335f2,0.0,0.0,0.0,5
Goodluck,0x23d67f977bfb4038f6cd0f460ab5913218e34c21,v0.5.8+commit.23d335f2,0.0,0.0,0.0,3
Yangue,0xb895fa349864b0fddb71b7e8c2234bfdefafb51a,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,4
Fundraising,0x76723091f62642c923447047956fd3364e4f98f2,v0.5.17+commit.d19bba13,8.59237584906e-07,2123.1728851160397,2123.1728842568023,211
BOMBFINANCE,0x0e5ad274d1fc232555286246be0bad3affb2f4cc,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,3
ConnectChainToken,0x3eeeae101ee289a3bcfd6b9c31a7784315684090,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,260
Degentlemen,0xbed4183929da97b1b0996169d1e1210673c9545e,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,6
SimpleSell,0x5f3d52a2cca63af9e051607fc3db5f479cb23521,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,6
HelixNebula,0x1e72e7c7f8c63374008071904af79bf8a298f96a,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,11
DErc20Delegator,0x7816647dbfd5df766febb3a8e9f7a864447e9ed4,v0.5.17+commit.d19bba13,0.0,0.0,0.0,21
Ducks,0xfbeea1c75e4c4465cb2fccc9c6d6afe984558e20,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1729
TendiesFarmV3,0xb1b89abec22566bcfba9336ee31106974337c971,v0.5.17+commit.d19bba13,0.0,0.0,0.0,241
GOLD,0xcd8352a5d8033c724c496c76aa3dfeeae2141d0f,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,3
MyContract,0x339109c3de40d6dee3e8540ba04aea218275c896,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,13
MyContract,0xc0c712d8293179662644651c80636876e607a470,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,4
GamerPullToken,0x39100b76a9a50f40bf09c55ecce5a633bdc02f6b,v0.5.17+commit.d19bba13,0.0,0.0,0.0,1
PiedPiperNetwork,0xb3AAE68d195138CB1Faed4d8c905b8113EA33049,v0.5.17+commit.d19bba13,0.0,0.0,0.0,6
GMTM2,0xc7f1dcf40088d9c52574873bd26b3727fff2077b,v0.4.24+commit.e67f0147,0.0,0.0,0.0,3
LGM,0xf065b5b3117e589d68bd82ea37f5ee988dd8cecf,v0.5.11+commit.c082d0b4,0.0,0.0,0.0,3
NZT,0xc00e1664bb61fdcca66e5abee64e7c3b675869e5,v0.5.11+commit.c082d0b4,0.0,0.0,0.0,6
osimi,0x6ff7c968b50ec34fa13e99b80ce97d5df14c7921,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,8
AIRO,0x13F6a2cbAC2D71a8068D8E9776a18b0c3602E1C1,v0.5.17+commit.d19bba13,0.0,68.25,68.25,110
VMSChain,0xe1910cd7c284e02e4727e861944565ebff5a76a5,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,155
SHRIMPDelegator,0x38c4102d11893351ced7ef187fcf43d33eb1abe6,v0.5.17+commit.d19bba13,0.0,0.0,0.0,3302
HRQ,0x5f632f77a8077170edcd8faddadf06384cdc0e93,v0.5.10+commit.5a6ea5b1,0.0,3.0,3.0,11
Views,0x2b6dd33b57579d93f0fb799abbc47e16d589a024,v0.5.17+commit.d19bba13,0.0,0.0,0.0,999
yVault,0xacd43e627e64355f1861cec6d3a6688b31a6f952,v0.5.17+commit.d19bba13,0.0,0.0,0.0,8865
SCAMtoken,0xC11C0F6dbfC9797C32A00933A7775809168e4b2b,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,1
SmartContract,0x427f6188B11c6c3Ec483cEeb44Afc99624557d66,v0.5.17+commit.d19bba13,0.0,28.179045024849167,28.179045024849167,39
GHT,0xba46886c4e7680727bf6fd27a95ad5ee7fa6db53,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,3
UFragments,0xd48c368c18e23c3b4eb8f8ac48976516eec26c75,v0.4.24+commit.e67f0147,0.0,0.0,0.0,3
PointKRW,0x28EE842FAb8e79E85867752A622Fe3Dbc658fc33,v0.5.8+commit.23d335f2,0.0,0.0,0.0,7
Minings,0xd108fc421d7e22819ef3307903ee5950fd716415,v0.5.8+commit.23d335f2,0.0,0.0,0.0,5
MainToken,0x1b980e05943de3db3a459c72325338d327b6f5a9,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,5157
MintableToken,0x9cb31da7bd0cc9303a42b1ebafe0d361670b4e6c,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,3
PointUSD,0x175e67fbc136566b97dd4de3b74b7b130844e465,v0.5.8+commit.23d335f2,0.0,0.0,0.0,7
FoToken,0xd348735f42276306a2c705de9484f6afb5fce6df,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,3
CBDJ,0xee3ea52b83902b116666cf585185ac1f755b8b77,v0.5.2+commit.1df8f40c,0.0,0.0,0.0,1
YangYong,0xe68296991b9e4409c678dc770bf9cd5ecd84f2f5,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,5
JuggernautToken,0x73374ea518de7addd4c2b624c0e8b113955ee041,v0.5.17+commit.d19bba13,0.0,0.0,0.0,920
AxisToken,0xecC0F1F860a82aB3b442382D93853C02d6384389,v0.5.17+commit.d19bba13,0.0,0.0,0.0,854
MainToken,0x86Dd3002BF215082Ea43b0Bd2fD595EcE4341880,v0.4.24+commit.e67f0147,0.0,0.0,0.0,6
GreenEnergy,0x06ec2d284764c510816e2433f5106fa6d7a77fb9,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,27
DataChain,0x26bffc33eb47e1a20bd4e559eec33b68196621fa,v0.4.24+commit.e67f0147,0.0,0.0,0.0,6
jop,0xf117d436b471e19f462b561833e90ec5deea7c8c,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,2
BearControl,0xa8526d6ba36cf911a7892703e6baf98ae95c2375,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,31
goldfi,0xa072fbb3a8e324c0931e021b8ece0c95a96d0bcb,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,13
Piong,0x612efa32e2aed8730d17b70ff71e7a29d44a7908,v0.5.13+commit.5b0b510c,0.0,0.0,0.0,64
Sumika,0xf3a7fb874e8d7fc38b0551d7889ea1ee1123bca3,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,29
CustomToken,0xFc9da1db746B9aD068cCc1c015BF92fC131baF41,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,1
BOMB,0x0fff6438a6f75bed346c05743eb299d7ea280020,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,16
Inbest,0x0c2cb8a4fe69b6507720d7668c965639e0fb6ff6,v0.5.8+commit.23d335f2,0.0,0.0,0.0,12
RestaurantMarketingPlatform,0x87320d07dec4c99e31722c1175929e6b6639083a,v0.4.26+commit.4563c3fc,0.0,0.0,0.0,2
Trinity,0x311c04d1be8e4d5d8df6e9f1cbc0175e8f5c3cf2,v0.4.25+commit.59dbf8f1,0.0,0.0,0.0,12
ZZZ,0xc75F15AdA581219c95485c578E124df3985e4CE0,v0.5.17+commit.d19bba13,0.0,0.0,0.0,10000
GRT,0xfd3e8ccba53fdb308dd16bd5d02ee14b6dcc69ff,v0.5.17+commit.d19bba13,0.0,0.0,0.0,26
BNS,0x695106ad73f506f9d0a9650a78019a93149ae07c,v0.5.17+commit.d19bba13,0.0,0.0,0.0,2651
RMPL,0xe17f017475a709de58e976081eb916081ff4c9d5,v0.4.24+commit.e67f0147,0.0,0.0,0.0,6637
mixi,0xa02fea637178bb96394c3bc9af2db3139e8284e4,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,4
SureCoin,0x23e15f22085220c7c36a8d971fab4d8382e92dfa,v0.4.24+commit.e67f0147,0.0,0.0,0.0,1
TrueINR,0x42dd9d44acb347bc628a364746d82dd27de40932,v0.5.17+commit.d19bba13,0.0,0.0,0.0,54
BabyToken,0xDB13fB60D3fDdaBc41743D9d603CE3F42C17D057,v0.5.0+commit.1d4f565a,0.0,0.0,0.0,21
LAZE,0x9582bea37cc8881fb36277d7675c45bcd9334e1a,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,12
aphalius,0x5c2e024d836e651629f0dc18273068424087ac2e,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,7
MainToken,0x209C1808FeBf6c1aB7C65764bb61AD67d3923fcc,v0.4.24+commit.e67f0147,0.0,0.0,0.0,489
horizex,0x99d7159b0a2f0f65ea7551ce560db24c19875a8b,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,3
ozonswap,0x2f6753304c2c20aab4b12c46706341522a2e9542,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,8
zenimix,0x407b0059f87ac505ea7e7696f2599454587a4c1c,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,5
uiux,0x48dcaa53d38792ff0c4f4353bcf7cd64718f7047,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,14
etherdefi,0xb4d80a7105b7c2ce7e1ae865aa716d5e27441425,v0.5.1+commit.c8a2cb62,0.0,0.0,0.0,9
